study,Arm,Year,ind_clu,ICC_for_cRCT,Country,Single_multi,Age_mean,Age_sd,Age_n,F_n,Hyp_n,Insomnia diagnosis,Dx,Primary insomnia_n,Comorbidities,Comment,se,sd,cr,th,cw,sr,sc,re,pi,w,dt,ns,he,tg,ind,gp,ff,ae,treatment_component,treatment_group,treatment_binary,duration_weeks,n,r,remission,def_remission_response,scale used,Severity_bl_mean,Severity_bl_sd,Severity_bl_n,Severity_ch_mean,Severity_ch_sd,Severity_ch_n,Severity_ep_mean,Severity_ep_sd,Severity_ep_n,Severity_scale,r_imputed,dropout,SE_mean,SE_sd,SE_n,TST_mean,TST_sd,TST_n,SOL_mean,SOL_sd,SOL_n,WASO_mean,WASO_sd,WASO_n,r_long,remission_long,r_long_scale_used,Severity_mean_long,Severity_sd_long,Severity_n_long,Severity_ch_mean_long,Severity_ch_sd_long,Severity_ch_n_long,r_imputed_long,r_imputed_long_scale_used,r_weeks_long,DropOutRate,Overall
Kalmbach2020,CBT-I,2020,individual,*,USA,multi,28.91,4.11,46,46,0,2. informal_ISI,2,0,3. phy_pregnancy_perinatal,,1,0,1,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,se+cr+sr+sc+re+pi+ns,CBT,active,6,46,16,16,ISI<8,ISI,14.91,3.55,46,*,*,*,10,5.66,46,ISI,15,0,*,*,*,411,70.2,46,*,*,*,*,*,*,17,*,*,8.96,5.46,44,*,*,*,17,ISI,20,1.1,S
Kalmbach2020,Control,2020,individual,*,USA,multi,29.16,4.11,45,45,0,2. informal_ISI,2,0,3. phy_pregnancy_perinatal,,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,se+ns+ae,PE,control,6,45,8,8,ISI<8,ISI,14.07,3.37,45,*,*,*,12.89,4.84,44,ISI,6,1,*,*,*,356.4,79.2,44,*,*,*,*,*,*,14,*,*,9.91,5.64,42,*,*,*,14,ISI,20,1.1,S
Kapella2011,WE,2011,individual,*,USA,multi,60,10,9,2,0,2. informal_ISI,2,0,3. phy_others,,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,sd+ns+ind+ff,PE,control,6,9,1,*,*,*,13.9,4.5,9,*,*,*,12.4,3.3,9,ISI,1,0,87,5,9,448,114,9,23,11,9,38,23,9,*,*,*,*,*,*,*,*,*,*,*,*,0,S
Kapella2011,CBT-I,2011,individual,*,USA,multi,65,9,9,2,0,2. informal_ISI,2,0,3. phy_others,,1,1,1,0,0,1,1,1,0,0,0,1,0,0,1,0,1,0,se+sd+cr+sr+sc+re+ns+ind+ff,CBT,active,6,9,2,*,*,*,15.9,5.6,9,*,*,*,10.7,4.4,9,ISI,2,0,88,7,9,408,57,9,19,19,9,34,19,9,*,*,*,*,*,*,*,*,*,*,*,*,0,S
Kapella2022,CBT-I+AC or COPD-ED,2022,individual,*,USA,multi,64,8,55,20,0,2. informal_ISI,2,0,3. phy_others,COPD with insomnia,1,1,1,0,0,1,1,1,0,0,0,1,0,0,1,0,1,0,se+sd+cr+sr+sc+re+ns+ind+ff,CBT,active,6,55,16,*,*,*,16,*,55,-5.8,*,55,10.2,4.9,55,ISI,16,5,77.2,11.1,55,*,*,*,*,*,*,63.7,33.7,55,20,*,*,9.2,4.9,55,-6.8,*,55,20,ISI,18,11.9,S
Kapella2022,AC+AC or COPD-ED,2022,individual,*,USA,multi,65,9,54,20,0,2. informal_ISI,2,0,3. phy_others,COPD with insomnia,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,sd+ns+ind+ff,PE,control,6,54,6,*,*,*,15.8,*,54,-2.2,*,54,13.6,4.9,54,ISI,6,8,76.1,11.1,54,*,*,*,*,*,*,70,33.7,54,8,*,*,12.5,4.9,54,-3.3,*,54,8,ISI,18,11.9,S
Kennet2021,Intervention,2021,individual,*,Australia,multi,27.6,10.42,14,14,0,2. informal_ISI,2,18,0. primary_insomnia,,1,0,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,1,se+cr+th+sr+sc+re+ns+ae,CBT,active,6,18,9,9,ISI<10,ISI,16.29,4.69,14,*,*,*,6.86,3.63,14,ISI,8,4,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,15.6,H
Kennet2021,Waitlist,2021,individual,*,Australia,multi,31.5,13.57,13,12,0,2. informal_ISI,2,14,0. primary_insomnia,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,w,WL,control,6,14,1,1,ISI<10,ISI,16.77,3.42,13,*,*,*,14.6,6.87,13,ISI,2,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,15.6,H
Krieger2019,MCT,2019,individual,*,Switzerland,multi,42.17,12.4,42,26,8,1. formal_ICSD,1,42,0. primary_insomnia,,1,1,1,0,0,1,0,1,0,0,1,1,1,1,0,0,0,0,se+sd+cr+sr+re+dt+ns+he+tg,CBT,active,8,42,16,16,ISI<8,ISI,16.2,3.75,41,*,*,*,9.08,5.250561875,41,ISI,16,5,84.91,13.7875306,40,*,*,*,*,*,*,*,*,*,18,*,*,8.11,4.610249451,41,*,*,*,18,ISI,24,10.9,H
Krieger2019,SRT,2019,individual,*,Switzerland,multi,46.59,17.52,41,28,4,1. formal_ICSD,1,41,0. primary_insomnia,,1,1,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,se+sd+sr+dt+ns+he+tg,BT,active,8,41,10,10,ISI<8,ISI,17.37,3.44,41,*,*,*,11.34,5.250561875,41,ISI,10,7,81.81,14.11369548,39,*,*,*,*,*,*,*,*,*,12,*,*,10.2,4.930405663,41,*,*,*,12,ISI,24,10.9,H
Krieger2019,CAU,2019,individual,*,Switzerland,multi,45.24,12.4,21,17,2,1. formal_ICSD,1,21,0. primary_insomnia,,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,w+dt,WL,control,8,21,1,1,ISI<8,ISI,17.43,3.83,21,*,*,*,14.67,4.949181751,21,ISI,2,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,10.9,H
Kuhn2022,Insomnia Coach,2022,individual,*,USA,single,44,7.64,25,14,3,2. informal_ISI,2,*,1. primary_secondary_mixed,,1,1,1,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,se+sd+cr+sr+sc+re+dt+ns,CBT,active,6,25,3,*,*,*,16.8,4,25,*,*,*,13.2,4.5,25,ISI,3,1,81.1,10.5,25,*,*,*,43.4,53,25,36.6,31.5,25,4,*,*,11.9,4.5,25,*,*,*,4,ISI,12,4,S
Kuhn2022,Wait-list,2022,individual,*,USA,single,44.96,8.07,25,7,2,2. informal_ISI,2,*,1. primary_secondary_mixed,,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,sd+w+dt,WL,control,6,25,1,*,*,*,16.9,4,25,*,*,*,14.8,4.5,25,ISI,1,1,82.3,10.5,25,*,*,*,41.4,53,25,25.5,31.5,25,1,*,*,15.8,4.5,25,*,*,*,1,ISI,12,4,S
Kyle2020,WLC,2020,individual,*,UK,multi,52.4,11.7,205,180,0,1. formal_DSM,1,*,1. primary_secondary_mixed,,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,w+dt,WL,control,6,205,4,*,*,*,17.9,3.6,205,*,*,*,16.19,4.33,181,ISI,4,24,64.54,14.19,181,*,*,*,*,*,*,*,*,*,8,*,*,15.49,4.84,166,*,*,*,8,ISI,24,18,H
Kyle2020,dCBT,2020,individual,*,UK,multi,52.5,11.2,205,175,0,1. formal_DSM,1,*,1. primary_secondary_mixed,,1,1,1,1,0,1,1,1,1,0,1,1,0,0,0,0,0,1,se+sd+cr+th+sr+sc+re+pi+dt+ns+ae,CBT,active,6,205,42,*,*,*,18.4,3.7,205,*,*,*,10.65,5.12,155,ISI,42,50,78.05,15.12,155,*,*,*,*,*,*,*,*,*,45,*,*,9.82,5.41,136,*,*,*,45,ISI,24,18,H
Lami2018,CBT-IP,2018,individual,*,Spain,multi,49.66,8.44,38,42,*,1. formal_DSM,1,0,3. phy_fibromyalgia,,1,0,1,0,0,1,1,1,0,0,1,1,0,0,0,1,1,0,se+cr+sr+sc+re+dt+ns+gp+ff,CBT,active,9,42,1,*,*,*,14.68,3.7,38,*,*,*,13.19,4.31,27,PSQI,1,15,*,*,*,*,*,*,*,*,*,*,*,*,0,*,*,13.57,3.64,22,*,*,*,0,PSQI,21,34.5,S
Lami2018,CBT-P,2018,individual,*,Spain,multi,49.35,6.43,34,42,*,1. formal_DSM,1,0,3. phy_fibromyalgia,,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,dt+ns+gp+ff,PLB,control,9,42,1,*,*,*,13.47,4.45,34,*,*,*,13.68,4.61,28,PSQI,1,14,*,*,*,*,*,*,*,*,*,*,*,*,1,*,*,13.79,4.22,24,*,*,*,1,PSQI,21,34.5,S
Lancee2012,Electronic+Pen,2012,individual,*,Netherland,single,51.7,12.1,417,298,*,1. formal_DSM,1,*,1. primary_secondary_mixed,,1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,se+sd+cr+sr+sc+re+pi+dt+ns,CBT,active,6,422,162,162,SLEEP-50<19,other_self_reported_scales,23.6,3.3,417,*,*,*,18.9,4.79,344,other_self_reported_scales,175,74,80.98,10.58,269,389.04,60.18,269,36.65,27.2,269,55.38,41.68,269,131,*,*,18.34,4.72,235,*,*,*,131,other_self_reported_scales,54,14.7,H
Lancee2012,Waitlist,2012,individual,*,Netherland,single,51.9,12.2,200,136,*,1. formal_DSM,1,*,1. primary_secondary_mixed,,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,sd+w+dt,WL,control,6,202,28,28,SLEEP-50<19,other_self_reported_scales,23.78,3.22,200,*,*,*,22.24,3.99,182,other_self_reported_scales,38,18,74.34,11.68,160,366.02,59.5,160,46.9,30.98,160,80.88,51.22,160,40,*,*,19.31,4.83,85,*,*,*,40,other_self_reported_scales,54,14.7,H
Lancee2013,No support,2013,individual,*,Netherland,single,47.38,11.83,133,98,42,1. formal_DSM,1,*,1. primary_secondary_mixed,,1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,se+sd+cr+sr+sc+re+pi+dt+ns,CBT,active,6,133,25,25,ISI<8,ISI,17.32,4.11,133,*,*,*,12.04,5.54,117,ISI,24,16,76.37,14.01,90,366.5,79.62,90,44.44,42.73,90,68.27,46.56,90,23,23,ISI,12.02,6.18,95,*,*,*,22,ISI,30,11.5,S
Lancee2013,Support,2013,individual,*,Netherland,single,49.33,13.19,129,99,40,1. formal_DSM,1,*,1. primary_secondary_mixed,,1,1,1,0,0,1,1,1,1,0,1,1,1,1,0,0,0,0,se+sd+cr+sr+sc+re+pi+dt+ns+he+tg,CBT,active,6,129,52,52,ISI<8,ISI,16.95,4.1,129,*,*,*,9.31,5.66,115,ISI,43,14,84.2,9.78,103,396.6,59.06,103,28.93,22.96,103,46.53,38.99,103,50,50,ISI,8.8,5.09,102,*,*,*,41,ISI,30,11.5,S
Lancee2015,CBT-I,2015,individual,*,Netherland,multi,47.47,14.37,36,30,14,1. formal_DSM,1,*,1. primary_secondary_mixed,,1,1,1,0,0,1,1,1,0,0,1,1,1,1,0,0,0,0,se+sd+cr+sr+sc+re+dt+ns+he+tg,CBT,active,6,36,12,12,ISI<10,ISI,18.19,3.88,36,*,*,*,12.26,5.77,36,ISI,7,4,79.47,10.86,36,375.84,59.71,36,32.21,35.23,36,38.09,29.25,36,*,*,*,*,*,*,*,*,*,*,*,*,14.3,S
Lancee2015,Wait-list,2015,individual,*,Netherland,multi,49.98,13.71,27,20,7,1. formal_DSM,1,*,1. primary_secondary_mixed,,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,sd+w+dt,WL,control,6,27,3,3,ISI<10,ISI,18.33,3.59,27,*,*,*,16.34,6.01,27,ISI,2,5,65.16,15.41,27,334.31,79,27,51.08,37.871,27,72.77,48.66,27,*,*,*,*,*,*,*,*,*,*,*,*,14.3,S
Lancee2016,Online,2016,individual,*,Netherland,multi,41.2,14.1,30,26,11,1. formal_DSM,1,*,1. primary_secondary_mixed,,1,1,1,0,0,1,1,1,0,0,1,1,0,1,0,0,0,0,se+sd+cr+sr+sc+re+dt+ns+tg,CBT,active,6,30,6,6,ISI<10,ISI,18.2,2.9,30,*,*,*,12.4,4.8,30,ISI,5,4,78.1,8.8,30,382.6,57.7,30,*,*,*,*,*,*,6,6,ISI,12.4,4.6,30,*,*,*,4,ISI,30,9.7,S
Lancee2016,WL,2016,individual,*,Netherland,multi,45.1,13.7,30,25,9,1. formal_DSM,1,*,1. primary_secondary_mixed,,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,sd+w+dt,WL,control,6,30,2,2,ISI<10,ISI,17.5,3.4,30,*,*,*,16.5,4.4,30,ISI,1,4,74.1,11.7,30,361.8,59.6,30,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,9.7,S
Lancee2016,f2f,2016,individual,*,Netherland,multi,38.5,13.1,30,22,8,1. formal_DSM,1,*,1. primary_secondary_mixed,,1,1,1,0,0,1,1,1,0,0,1,1,0,0,1,0,1,0,se+sd+cr+sr+sc+re+dt+ns+ind+ff,CBT,active,6,30,22,22,ISI<10,ISI,17.3,2.9,30,*,*,*,7.1,4.2,30,ISI,16,1,84.3,8.4,30,395.1,56.2,30,*,*,*,*,*,*,18,18,ISI,7.5,3.6,30,*,*,*,15,ISI,30,9.7,S
Lappalainen2019,iACT,2019,individual,*,Finland,multi,56.05,11.05,43,32,21,2. informal_ISI,2,*,0. primary_insomnia,,1,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,se+sd+th+sc+dt+ns+ae,CBT,active,6,43,37,*,*,*,6.85,4.59,43,*,*,*,5.67,3.81,41,ESS,37,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,10.5,H
Lappalainen2019,WLC,2019,individual,*,Finland,multi,50.78,15.26,40,21,16,2. informal_ISI,2,*,0. primary_insomnia,,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,sd+w+dt,WL,control,6,43,26,*,*,*,7.6,4.28,40,*,*,*,7.3,5.09,36,ESS,26,7,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,10.5,H
Latocha2022,CBTI,2022,individual,*,Denmark,multi,60,10,31,28,*,1. formal_ICSD,1,0,3. phy_others,rheumatoid arthritis,1,1,0,0,0,1,1,1,0,0,0,1,0,0,0,1,1,0,se+sd+sr+sc+re+ns+gp+ff,BT,active,6,31,11,*,*,*,18.3,4.8,31,*,*,*,9,3.897435054,31,ISI,11,2,*,*,*,*,*,*,*,*,*,*,*,*,15,*,*,7.6,3.897435054,31,*,*,*,15,ISI,26,11.3,H
Latocha2022,UC,2022,individual,*,Denmark,multi,57,11,31,27,*,1. formal_ICSD,1,0,3. phy_others,rheumatoid arthritis,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,sd,PE,control,6,31,0,*,*,*,19.5,3.8,31,*,*,*,17.4,4.45421149,31,ISI,0,5,*,*,*,*,*,*,*,*,*,*,*,*,0,*,*,17.4,3.897435054,31,*,*,*,0,ISI,26,11.3,H
Leerssen2022-1,NT,2022,individual,*,Netherland,multi,47.9,12.2,35,25,7,1. formal_DSM,1,35,0. primary_insomnia,,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,sd+dt,PE,control,6,35,2,*,*,*,16,4.2,35,*,*,*,15.2,4.7,34,ISI,2,0,76.3,12.8,35,359.1,62.2,35,28.7,18.3,35,84.6,66.2,35,4,*,*,13.4,4.8,35,*,*,*,4,ISI,48,3,S
Leerssen2022-1,CBT-I,2022,individual,*,Netherland,multi,47.4,13.3,31,23,5,1. formal_DSM,1,31,0. primary_insomnia,,1,1,1,0,0,1,1,1,0,0,1,1,1,1,0,0,0,0,se+sd+cr+sr+sc+re+dt+ns+he+tg,CBT,active,6,31,9,*,*,*,16.4,4.1,31,*,*,*,9.1,3.2,29,ISI,9,2,83.7,9.8,29,372.5,53.5,29,23.5,17.3,29,48.9,37,29,7,*,*,11.4,5.9,29,*,*,*,7,ISI,48,3,S
Leerssen2022-2,CRS,2022,individual,*,Netherland,multi,49.2,13.5,34,25,7,1. formal_DSM,1,34,0. primary_insomnia,,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,sd+dt+ns+he+tg,PE,control,6,34,5,*,*,*,15.8,3.5,34,*,*,*,12.5,4.8,34,ISI,5,0,78.9,11.8,34,382.1,60,34,33.5,29.9,34,68.6,49.8,34,4,*,*,13.1,5.1,33,*,*,*,4,ISI,48,0,S
Leerssen2022-2,CBT-I+CRS,2022,individual,*,Netherland,multi,47.9,12.8,32,24,6,1. formal_DSM,1,32,0. primary_insomnia,,1,1,1,0,0,1,1,1,0,0,1,1,1,1,0,0,0,0,se+sd+cr+sr+sc+re+dt+ns+he+tg,CBT,active,6,32,7,*,*,*,15.9,3.5,32,*,*,*,11.3,5.1,32,ISI,7,0,82.4,11.2,32,356.4,55,32,22.1,18.3,32,53.2,43,32,7,*,*,11.6,5.5,31,*,*,*,7,ISI,48,0,S
Lichstein2000,Control,2000,individual,*,USA,single,70.1,6.8,21,10,6,1. formal_ICSD,1,0,4. psy_phy_mixed,,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,sd+w,WL,control,4,21,11,*,*,*,115.1,29,21,*,*,*,116.6,23.1,17,other_self_reported_scales,11,4,69.1,14.8,17,374.4,114.6,17,41.9,25.1,17,69.2,53.2,17,11,*,*,115.2,27.8,17,*,*,*,11,other_self_reported_scales,16,11.4,H
Lichstein2000,Treatment,2000,individual,*,USA,single,67.1,6.1,23,11,3,1. formal_ICSD,1,0,4. psy_phy_mixed,,1,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,se+sd+sc+re+ns+ind+ff,BT,active,4,23,17,*,*,*,111,20.9,23,*,*,*,107,22.2,22,other_self_reported_scales,17,1,77.8,15,22,374.3,90.9,22,30.8,23.6,22,60.9,64.2,22,18,*,*,101.9,23.2,22,*,*,*,18,other_self_reported_scales,16,11.4,H
Lichstein2001,Relaxation,2001,individual,*,USA,multi,68.11,8.31,27,21,0,1. formal_ICSD,1,30,0. primary_insomnia,,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,se+sd+re+ns+ind+ff,RT,active,6,30,19,*,*,*,9.12,5.19,27,*,*,*,8.54,3.97,27,ESS,19,3,80.67,12.76,27,397.79,87.15,27,21.58,14.66,27,42.57,26.39,27,*,*,*,*,*,*,*,*,*,*,*,*,15.3,H
Lichstein2001,Placebo,2001,individual,*,USA,multi,68.04,5.91,23,15,0,1. formal_ICSD,1,29,0. primary_insomnia,,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,se+sd+ns+ind+ff,PE,control,6,29,15,*,*,*,9.95,4.86,23,*,*,*,9.05,3.92,23,ESS,15,6,78.86,8.76,23,376.8,54.92,23,24.15,14.57,23,49.7,28.15,23,*,*,*,*,*,*,*,*,*,*,*,*,15.3,H
Liu2022-1,MBSR,2022,individual,*,China,single,48.58,8.48,38,38,0,2. informal_PSQI,2,0,3. phy_cancer,breast cancer,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,th+dt+ns+gp+ff,CT,active,8,38,8,*,*,*,10.82,2.51,38,*,*,*,7.18,2.84,28,PSQI,8,10,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,13.9,S
Liu2022-1,Control,2022,individual,*,China,single,51.41,10.1,34,32,0,2. informal_PSQI,2,0,3. phy_cancer,breast cancer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,dt,NT,control,8,34,1,*,*,*,11.15,1.73,34,*,*,*,11.26,2.84,34,PSQI,1,0,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,13.9,S
Liu2022-2,MBSR + acupressure,2022,individual,*,China,single,52.67,8.19,39,39,0,2. informal_PSQI,2,0,3. phy_cancer,breast cancer,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,th+dt+ns+gp+ff,CT,active,8,39,15,*,*,*,11.28,2.73,39,*,*,*,5.92,1.91,36,PSQI,15,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,4,S
Liu2022-2,Acupressure,2022,individual,*,China,single,53.06,8.29,36,36,0,2. informal_PSQI,2,0,3. phy_cancer,breast cancer,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,dt+ns,PLB,control,8,36,9,*,*,*,11.42,2.38,36,*,*,*,7.03,2.15,36,PSQI,9,0,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,4,S
Lopez2019,eCBT-I,2019,individual,*,France,single,46,14.85,23,19,12,1. formal_DSM,1,23,0. primary_insomnia,,1,1,1,1,0,1,1,1,0,0,1,1,0,0,1,0,0,0,se+sd+cr+th+sr+sc+re+dt+ns+ind,CBT,active,12,23,4,*,*,*,19.5,4.05,18,*,*,*,12,6.666666667,18,ISI,4,5,82,22.95,18,335.18,82.4445,18,15.89,35.1945,18,9.64,45.8055,18,*,*,*,*,*,*,*,*,*,*,*,*,17.4,H
Lopez2019,mPT,2019,individual,*,France,single,45,17.55,23,15,12,1. formal_DSM,1,23,0. primary_insomnia,,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,se+sd+dt+ns+ind+ff,PE,control,12,23,1,*,*,*,17,6.75,20,*,*,*,16,4.814814815,20,ISI,1,3,68,25.65,20,319.64,152.0775,20,32.5,29.889,20,32.86,53.514,20,*,*,*,*,*,*,*,*,*,*,*,*,17.4,H
Lorenz2019,Treatment,2019,individual,*,"Switzerland, Austria, Germany",multi,41.72,17.31,29,21,*,1. formal_DSM,1,29,0. primary_insomnia,,1,1,1,0,0,1,1,1,0,0,1,1,0,0,0,0,0,1,se+sd+cr+sr+sc+re+dt+ns+ae,CBT,active,6,29,14,14,ISI<8,ISI,15.38,3.74,29,*,*,*,7.8,4.94,25,ISI,12,4,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,7.1,S
Lorenz2019,Control,2019,individual,*,"Switzerland, Austria, Germany",multi,44.04,20.05,27,18,*,1. formal_DSM,1,27,0. primary_insomnia,,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,w+dt,WL,control,6,27,3,3,ISI<8,ISI,13.26,3.29,27,*,*,*,12.04,3.86,27,ISI,3,0,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,7.1,S
Lovato2014,CBT-I,2014,individual,*,Austraria,multi,64,*,86,43,0,2. informal_PSQI,2,86,0. primary_insomnia,,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,se+sd+cr+sr+ns+gp+ff,CBT,active,4,86,33,33,ISI<7,ISI,15.71,0,86,*,*,*,7.53,4.446076922,86,ISI,43,10,82.64,11.76902715,86,339.6,57.53746605,86,20,17.43559577,86,54.6,52.30678732,86,27,27,ISI,8.47,4.601630146,86,*,*,*,36,ISI,16,11,S
Lovato2014,Waitlist,2014,individual,*,Austraria,multi,64,*,32,16,0,2. informal_PSQI,2,32,0. primary_insomnia,,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,sd+w,WL,control,4,32,1,1,ISI<7,ISI,15.71,0,32,*,*,*,14.47,4.954351623,32,ISI,3,3,69.77,11.95506587,32,333.6,58.15977992,32,25,21.54065923,32,130.8,51.69758215,32,2,2,ISI,14.48,5.45,32,*,*,*,3,ISI,16,11,S
Low2020,Mindfulness,2020,individual,*,Australia,multi,36.39,11.74,12,10,0.5,2. informal_ISI,2,12,0. primary_insomnia,,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,sd+th+dt+ns,CT,active,8.571428571,12,6,*,*,*,13.33,3.47,12,*,*,*,7.67,3.28,12,ISI,6,0,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,0,S
Low2020,PMR,2020,individual,*,Australia,multi,36.39,11.74,11,10,0.5,2. informal_ISI,2,11,0. primary_insomnia,,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,sd+re+dt+ns,RT,active,8.571428571,11,5,*,*,*,13.91,1.97,11,*,*,*,7.73,4.03,11,ISI,5,0,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,0,S
Maguen2021,BBTI,2021,individual,*,USA,multi,49.5,15.7,46,9,*,1. formal_DSM,1,*,1. primary_secondary_mixed,,1,1,0,0,0,1,1,0,0,0,1,1,0,0,1,0,1,0,se+sd+sr+sc+dt+ns+ind+ff,BT,active,4,46,21,*,*,*,17.1,3.6,46,*,*,*,8.1,5.4,46,ISI,21,0,92,6.5,46,366,72,46,12.7,10.3,46,17.5,19.2,46,*,*,*,*,*,*,*,*,*,*,*,*,1.1,L
Maguen2021,PMRT,2021,individual,*,USA,multi,50,15.3,45,8,*,1. formal_DSM,1,*,1. primary_secondary_mixed,,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,sd+re+dt+ns+ind+ff,RT,active,4,45,8,*,*,*,17.4,4,45,*,*,*,12.4,5.4,45,ISI,8,1,89.7,8.3,45,378,72,45,21.3,15.8,45,22.8,26.1,45,*,*,*,*,*,*,*,*,*,*,*,*,1.1,L
Majd2020,PE,2020,individual,*,Iran,multi,35.29,5.76,156,90,*,1. formal_DSM,1,156,0. primary_insomnia,,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,se+ns+ae,PE,control,6,156,5,*,*,*,19.21,4.57,156,*,*,*,16.69,4.98,156,ISI,5,8,*,*,*,*,*,*,*,*,*,*,*,*,8,*,*,16.7,5.63,156,*,*,*,8,ISI,30,5.4,S
Majd2020,CBTI,2020,individual,*,Iran,multi,36.21,5.89,156,84,*,1. formal_DSM,1,156,0. primary_insomnia,,1,1,1,1,0,1,0,1,1,0,0,1,0,0,0,0,0,1,se+sd+cr+th+sr+re+pi+ns+ae,CBT,active,6,156,28,*,*,*,19.26,4.57,156,*,*,*,12.67,5.6,156,ISI,28,9,*,*,*,*,*,*,*,*,*,*,*,*,30,*,*,12.38,5.55,156,*,*,*,30,ISI,30,5.4,S
Manber2008,EsCIT+CTRL,2008,individual,*,USA,multi,47.8,13.4,15,10,0,1. formal_DSM,1,0,2. psy_MDD,,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,se+sd+ns+ind+ff,PE,control,9,15,1,1,ISI<8,ISI,21.5,5,15,*,*,*,14.3,5.1,15,ISI,1,3,77.6,15,15,349,85,15,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,26.7,L
Manber2008,EsCIT+CBTI,2008,individual,*,USA,multi,49.5,13.6,15,8,0,1. formal_DSM,1,0,2. psy_MDD,,1,1,1,0,0,1,1,1,0,0,0,1,0,0,1,0,1,0,se+sd+cr+sr+sc+re+ns+ind+ff,CBT,active,9,15,5,5,ISI<8,ISI,23.1,2.4,13,*,*,*,9.5,6.3,13,ISI,5,5,84,13,13,371,55,13,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,26.7,L
